Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
64437,1082.767,367.789471,223.9394257,1.64236141,0.793262818,65869,286.4327784,0.823349774,0.978259879,0.690677255,0.778795482,0.005707737,0.001295202,0.606522403,0.996128989,BARBUNYA
64451,1001.027,354.7850979,231.8613142,1.530160816,0.756903998,65479,286.4638928,0.800593759,0.98430031,0.808254146,0.807429327,0.005504726,0.001443223,0.651942118,0.997576284,BARBUNYA
64478,974.289,361.6608793,227.7020864,1.58830727,0.776918566,65268,286.5238897,0.687325445,0.987896059,0.85358313,0.79224463,0.005609059,0.001363035,0.627651555,0.996903527,BARBUNYA
64510,989.333,348.6611269,236.351649,1.475179582,0.735169278,65406,286.5949808,0.785940546,0.986300951,0.828231826,0.821987193,0.005404761,0.001522006,0.675662945,0.99672418,BARBUNYA
64517,989.617,358.2773488,230.0473935,1.557406686,0.766626717,65672,286.6105297,0.713715209,0.982412596,0.827846343,0.799968322,0.005553224,0.001402866,0.639949317,0.996661345,BARBUNYA
64530,1004.942,371.617998,221.6379579,1.676689325,0.802677421,65642,286.6394038,0.697923426,0.983059626,0.802951908,0.771328099,0.005758841,0.001257394,0.594947036,0.997541344,BARBUNYA
64566,1016.789,355.1781595,232.5007748,1.527642907,0.755972615,65592,286.7193479,0.799777035,0.984357849,0.784787483,0.807255008,0.005501009,0.001441004,0.651660648,0.995504766,BARBUNYA
64576,1039.574,359.0187517,230.277935,1.559067097,0.767198945,65886,286.7415506,0.701531776,0.980117172,0.750879393,0.798681265,0.005559631,0.001395468,0.637891762,0.994516059,BARBUNYA
64580,1036.017,356.7809995,230.7238485,1.546355098,0.762759725,65911,286.7504312,0.717603396,0.979806102,0.756091126,0.803715533,0.005524636,0.001421978,0.645958658,0.998881464,BARBUNYA
64592,1000.066,344.3690357,239.3742573,1.438621845,0.718903682,65657,286.7770714,0.786020249,0.983779338,0.811579879,0.83276091,0.00533145,0.001581636,0.693490733,0.997670917,BARBUNYA
64595,1013.236,374.3757955,220.2918279,1.699453852,0.808552289,65684,286.783731,0.68092934,0.98342062,0.790655949,0.766031711,0.00579574,0.00123105,0.586804582,0.997247307,BARBUNYA
64605,1067.702,385.7553397,214.0935549,1.801807345,0.831851486,66321,286.8059288,0.69214699,0.974125842,0.712157221,0.743491792,0.005970983,0.001125461,0.552780045,0.996003144,BARBUNYA
64628,1062.545,355.8287169,233.2860028,1.525289613,0.755096905,66408,286.8569771,0.764041756,0.973196,0.719342825,0.806165898,0.005505798,0.001434491,0.649903455,0.991290989,BARBUNYA
64704,1003.301,335.8175773,246.5186803,1.362239879,0.679057482,65994,287.0255938,0.795632286,0.980452768,0.807752858,0.85470688,0.005190059,0.001708523,0.730523851,0.995148723,BARBUNYA
64717,954.219,329.0857416,250.6054893,1.313162543,0.648141,65499,287.0544262,0.789992798,0.988060886,0.893165875,0.872278528,0.005084997,0.001815897,0.76086983,0.999145761,BARBUNYA
64725,954.98,354.4853828,233.2095572,1.520029398,0.753121011,65283,287.0721678,0.802860403,0.991452599,0.891853191,0.809827941,0.005476792,0.001453038,0.655821295,0.996867648,BARBUNYA
64734,1032.092,372.8922116,224.1463197,1.663610681,0.799172181,66426,287.0921258,0.691802122,0.974528046,0.763669567,0.769906469,0.005760376,0.001248483,0.59275597,0.986115164,BARBUNYA
64746,1018.798,374.7807347,220.6077122,1.698855997,0.808401548,65891,287.1187343,0.799037394,0.982622816,0.783874685,0.766097901,0.005788477,0.001229932,0.586905994,0.997068768,BARBUNYA
64762,1000.168,385.8340559,214.5390567,1.798432704,0.831155726,65876,287.1542084,0.709642779,0.983089441,0.813549918,0.744242775,0.005957723,0.001127505,0.553897308,0.996147033,BARBUNYA
64778,984.123,367.3746149,225.3327197,1.630365157,0.789803831,65656,287.1896781,0.801956051,0.986627269,0.840501776,0.781735228,0.005671287,0.001306472,0.611109966,0.996332396,BARBUNYA
64783,1059.216,355.2919274,232.7027318,1.526806001,0.755661765,66071,287.2007615,0.730855144,0.980505819,0.725607654,0.808351498,0.005484339,0.001444458,0.653432144,0.997664118,BARBUNYA
64828,1010.288,356.174454,232.8480203,1.529643471,0.756713099,65960,287.3004929,0.743406266,0.982838084,0.798145553,0.806628577,0.005494145,0.001434744,0.650649661,0.995262005,BARBUNYA
64871,959.372,357.7626293,231.1965823,1.547439092,0.76314356,65510,287.3957594,0.769342979,0.990245764,0.885699457,0.803314085,0.005514986,0.00141666,0.64531352,0.998583367,BARBUNYA
64913,1040.559,343.6703558,241.0963088,1.425448434,0.712636359,66203,287.4887799,0.715326295,0.980514478,0.753369658,0.836524812,0.005294322,0.00159921,0.699773762,0.997491413,BARBUNYA
64948,1087.705,352.1132678,235.8523974,1.492939108,0.742523799,66338,287.566274,0.771647182,0.9790467,0.689847979,0.816686846,0.005421464,0.001487711,0.666977404,0.99575665,BARBUNYA
65088,1011.127,369.3171616,225.3597593,1.638789297,0.792242349,66543,287.8760419,0.698069498,0.978134439,0.800017295,0.779481898,0.005674121,0.001292119,0.607592029,0.995715314,BARBUNYA
65099,1008.429,339.042428,245.3134953,1.382078175,0.690273994,66288,287.9003667,0.742325762,0.982063119,0.804439761,0.849157341,0.005208105,0.001670368,0.72106819,0.996572608,BARBUNYA
65159,974.379,332.8213221,250.3496317,1.32942605,0.658929952,65995,288.0330111,0.840576906,0.987332374,0.862439112,0.86542836,0.005107833,0.001767425,0.748966247,0.99569524,BARBUNYA
65170,978.084,380.2564555,220.0316841,1.728189543,0.815582908,66112,288.0573226,0.701386198,0.985751452,0.856062111,0.757534339,0.005834839,0.001185272,0.573858275,0.991735869,BARBUNYA
65219,1011.11,353.6505457,235.3089993,1.502919764,0.746512389,66672,288.1655945,0.71943565,0.978206743,0.801654414,0.814831471,0.005422508,0.001474522,0.663950327,0.997864068,BARBUNYA
65231,1026.265,363.4665476,229.786481,1.581757752,0.774798663,66343,288.1921039,0.824957001,0.983238624,0.778296119,0.792898565,0.005571991,0.001358503,0.628688134,0.994432329,BARBUNYA
65235,1017.685,329.6995393,253.3145195,1.301542209,0.640066756,66266,288.2009398,0.752786817,0.984441493,0.791523446,0.874132067,0.005054028,0.001820227,0.764106871,0.994517344,BARBUNYA
65243,980.668,328.5051239,253.2426845,1.29719492,0.636963249,66224,288.2186108,0.757494485,0.985186639,0.852510582,0.877364126,0.005035101,0.00184038,0.769767809,0.998538891,BARBUNYA
65277,1009.049,365.3323503,229.3557322,1.592863395,0.778374509,66391,288.2937005,0.801968156,0.983220617,0.80564838,0.789127216,0.005596647,0.001338739,0.622721763,0.991910702,BARBUNYA
65284,1020.755,383.2241247,222.1171221,1.725324555,0.814900344,67271,288.3091577,0.721210782,0.970462755,0.787360436,0.752325178,0.005870108,0.001159974,0.565993173,0.976521919,BARBUNYA
65290,1032.586,342.6691219,243.8187527,1.405425621,0.702657514,66600,288.3224061,0.750796334,0.98033033,0.769491927,0.841401771,0.005248417,0.001622638,0.707956941,0.994980823,BARBUNYA
65301,1011.629,357.962786,232.5992193,1.538968132,0.760117168,66437,288.3466933,0.773177201,0.982901094,0.801838961,0.805521424,0.005481735,0.00142366,0.648864765,0.998582195,BARBUNYA
65330,974.886,344.9799398,242.1259681,1.424795294,0.712319636,66249,288.4107131,0.76049124,0.986128092,0.863803292,0.836021692,0.005280575,0.001591223,0.69893227,0.995835409,BARBUNYA
65345,996.042,362.3966987,230.2297934,1.574065169,0.772267323,66369,288.4438213,0.710611597,0.98457111,0.827688504,0.79593391,0.005545898,0.001372966,0.633510789,0.997187267,BARBUNYA
65425,984.708,325.0131639,257.4804424,1.262282917,0.610241524,66436,288.620334,0.816424578,0.984782347,0.84788834,0.888026597,0.004967721,0.00190564,0.788591237,0.995425248,BARBUNYA
65458,1022.133,387.3753025,215.9892236,1.793493657,0.830129274,66482,288.6931141,0.684477999,0.984597335,0.78733177,0.745254311,0.005917921,0.001126074,0.555403988,0.996113529,BARBUNYA
65459,1000.764,348.1530579,241.1968376,1.443439563,0.721139717,66423,288.6953193,0.713488473,0.985486955,0.821326588,0.829219542,0.005318643,0.001551168,0.687605049,0.992516332,BARBUNYA
65473,1081.908,390.1514389,215.3619977,1.811607633,0.833846819,67449,288.7261899,0.748587958,0.970703791,0.702896597,0.740036204,0.005958967,0.001102459,0.547653583,0.992133412,BARBUNYA
65482,1011.661,357.0747308,234.2268649,1.52448239,0.75479535,66602,288.7460335,0.793894425,0.983183688,0.804010616,0.808643146,0.005453021,0.001438284,0.653903737,0.996864731,BARBUNYA
65496,988.059,366.1841229,228.3916323,1.60331672,0.781658155,66356,288.7768987,0.7891845,0.987039605,0.843060777,0.788611195,0.005590939,0.001333878,0.621907617,0.99711488,BARBUNYA
65503,1028.839,333.4839255,253.4124746,1.315972807,0.650046863,67100,288.7923301,0.76809334,0.976199702,0.777635749,0.865985758,0.005091124,0.001766186,0.749931333,0.986889242,BARBUNYA
65526,992.787,361.2041353,231.6235658,1.55944467,0.767328754,66422,288.8430273,0.697560041,0.986510494,0.835432485,0.799667,0.005512379,0.00139045,0.639467311,0.99721389,BARBUNYA
65532,975.528,366.8687666,227.8834095,1.609896777,0.783685486,66381,288.8562512,0.703170771,0.987210196,0.86533408,0.7873558,0.005598315,0.001327154,0.619929156,0.99802195,BARBUNYA
65553,977.31,338.7465416,247.1025471,1.370874341,0.684021913,66402,288.9025301,0.755358131,0.987214241,0.862457594,0.852857504,0.005167522,0.001686429,0.727365923,0.99712728,BARBUNYA
65563,1033.627,364.1200521,230.6437505,1.57871198,0.773801827,66934,288.924565,0.814447205,0.979517136,0.771153779,0.793487102,0.005553743,0.001358079,0.629621781,0.993991449,BARBUNYA
65610,1081.364,342.2177385,246.0475649,1.390860091,0.695031199,68005,289.0281068,0.690043226,0.964782001,0.705076252,0.844573715,0.005215939,0.001637052,0.713304761,0.992107124,BARBUNYA
65617,977.81,351.8985886,238.9379581,1.472761345,0.734141381,66608,289.0435248,0.715491391,0.985121907,0.862416954,0.821383018,0.005362918,0.001505788,0.674670063,0.993627989,BARBUNYA
65618,973.379,349.7425879,239.9523772,1.457550002,0.727523456,66416,289.0457273,0.812989394,0.987984823,0.87029985,0.82645276,0.005329979,0.001533831,0.683024165,0.995541874,BARBUNYA
65653,1142.436,351.9454687,237.8849058,1.479477933,0.736980411,67253,289.1228041,0.785069415,0.97620924,0.632121672,0.821498868,0.005360691,0.001506012,0.67486039,0.998441055,BARBUNYA
65686,1015.675,352.4510301,237.8380449,1.481895087,0.73799004,66838,289.1954577,0.771723295,0.982764296,0.800153215,0.820526635,0.005365695,0.001500294,0.673263958,0.997706552,BARBUNYA
65707,1000.653,361.1158225,233.2033591,1.548501805,0.763518892,66803,289.2416823,0.819994759,0.983593551,0.824621207,0.800966516,0.00549585,0.001395314,0.64154736,0.993437245,BARBUNYA
65732,974.417,380.5056441,220.4716004,1.725871466,0.815030949,66557,289.2967019,0.765411398,0.98760461,0.869955436,0.760295429,0.005788743,0.001193146,0.578049139,0.997638516,BARBUNYA
65806,1042.863,361.1261924,234.7003283,1.53866931,0.760009273,67326,289.4594989,0.707469683,0.977423284,0.76036276,0.801546675,0.00548774,0.001397296,0.642477073,0.988559754,BARBUNYA
65897,983.841,351.7480768,239.8023731,1.466824837,0.731590198,66806,289.6595696,0.8185556,0.986393438,0.855511148,0.823485866,0.005337847,0.001514155,0.678128972,0.994696418,BARBUNYA
65901,989.689,320.0917194,262.7408681,1.218279142,0.571172656,67032,289.6683608,0.767120258,0.983127462,0.845482031,0.904954247,0.00485716,0.002009411,0.818942189,0.997700187,BARBUNYA
65901,1054.483,347.0589763,242.8538335,1.429085847,0.71438974,67385,289.6683608,0.771692545,0.977977295,0.744770907,0.834637282,0.005266369,0.001576457,0.696619393,0.995528915,BARBUNYA
65902,1011.416,348.5030164,241.2555957,1.444538583,0.721645707,66877,289.6705585,0.747035752,0.985420997,0.809559586,0.831185226,0.005288201,0.001556965,0.69086888,0.997986753,BARBUNYA
65908,990.132,361.1048099,233.0238408,1.54964749,0.763922457,66692,289.6837446,0.71800682,0.988244467,0.844815365,0.802215137,0.005478922,0.001399711,0.643549126,0.997274288,BARBUNYA
65909,1076.99,386.9199994,217.4342813,1.779480205,0.827163147,67278,289.6859423,0.666413889,0.979651595,0.71405431,0.748697257,0.005870518,0.00113784,0.560547583,0.997483327,BARBUNYA
65911,988.981,380.1439519,221.1101103,1.719251786,0.813440331,66678,289.6903375,0.746190422,0.988496956,0.846821486,0.762054311,0.005767534,0.001199813,0.580726773,0.998415542,BARBUNYA
65930,1024.555,366.8341091,229.4159981,1.598990969,0.780308812,67081,289.7320886,0.752634162,0.982841639,0.789264166,0.789817744,0.005563994,0.001335592,0.623812069,0.997469865,BARBUNYA
65935,1007.87,368.8649179,228.9836257,1.610879017,0.783985542,66901,289.7430748,0.681766482,0.985560754,0.815674411,0.785499137,0.005594372,0.001313754,0.617008895,0.993926682,BARBUNYA
65974,1020.876,374.4587697,225.5123262,1.660480276,0.798318561,66946,289.8287524,0.766141769,0.985480835,0.795493604,0.773993764,0.005675854,0.001256495,0.599066346,0.994737852,BARBUNYA
65987,1008.537,362.3717091,232.4004593,1.559255563,0.767263754,67136,289.857306,0.77998818,0.982885486,0.815238304,0.799889447,0.005491562,0.001386742,0.639823127,0.997647771,BARBUNYA
65994,1024.72,343.7082805,245.3333569,1.400984705,0.700366245,67205,289.8726798,0.754544831,0.981980507,0.789775926,0.843368334,0.005208175,0.001625303,0.711270146,0.996478596,BARBUNYA
66026,1010.329,348.7042819,242.2920323,1.439190049,0.719168933,67246,289.9429499,0.771412882,0.981857657,0.812829044,0.831486635,0.005281318,0.001557196,0.691370024,0.995012858,BARBUNYA
66040,1020.017,369.2521146,229.0483291,1.612114422,0.784361993,67289,289.9736877,0.722617354,0.981438274,0.797631155,0.785300006,0.00559134,0.001311711,0.616696099,0.994184674,BARBUNYA
66041,995.358,361.8370919,233.0117717,1.552870438,0.765051814,67102,289.9758831,0.720719836,0.984188251,0.837654415,0.801398999,0.005478977,0.001394037,0.642240355,0.997316061,BARBUNYA
66062,1010.706,357.6602761,236.0325897,1.515300393,0.751322561,67275,290.0219833,0.708629659,0.981969528,0.812665633,0.810886762,0.005414009,0.001443908,0.657537341,0.996366592,BARBUNYA
66073,1020.543,363.3158432,231.993382,1.566061239,0.769584791,67291,290.0461281,0.755992631,0.981899511,0.797207313,0.798330526,0.005498704,0.001377752,0.637331628,0.99810036,BARBUNYA
66086,1045.614,358.6010989,235.8286936,1.520599946,0.753336569,67353,290.0746603,0.72976435,0.981188663,0.759585299,0.808906222,0.005426279,0.001433094,0.654329277,0.994973063,BARBUNYA
66107,1108.565,367.6165951,230.636709,1.593920571,0.778710167,67763,290.1207448,0.699352559,0.975561885,0.675981775,0.78919382,0.005560933,0.001330645,0.622826885,0.992736584,BARBUNYA
66163,1012.844,359.8474233,234.4064639,1.53514292,0.75873008,67353,290.2436011,0.720855487,0.982331893,0.810475579,0.806574071,0.005438801,0.001419907,0.650561732,0.998705236,BARBUNYA
66166,974.533,364.3490237,232.0846216,1.569897312,0.770876743,66906,290.2501813,0.711768503,0.988939706,0.875490917,0.796626757,0.00550659,0.001367987,0.63461419,0.996279112,BARBUNYA
66185,1035.179,338.3862849,249.4171013,1.356708434,0.675807632,67385,290.2918519,0.733408685,0.982191882,0.776137256,0.857871211,0.005112734,0.001708132,0.735943014,0.998460094,BARBUNYA
66291,1048.41,371.479241,227.6488927,1.63180781,0.790224651,67835,290.5242204,0.766547179,0.977238888,0.757882929,0.782073904,0.005603766,0.001293156,0.611639592,0.998078263,BARBUNYA
66294,1109.72,348.0218186,243.3940844,1.429869668,0.714765262,68370,290.5307942,0.725714286,0.969635805,0.676483583,0.834806264,0.005249673,0.001572732,0.696901498,0.996478314,BARBUNYA
66301,1010.746,366.5115647,230.5989031,1.589389888,0.777265906,67227,290.5461324,0.699090037,0.986225772,0.815541152,0.792733874,0.005527995,0.001346657,0.628426994,0.99881551,BARBUNYA
66314,1027.756,365.6343653,231.2619774,1.581039691,0.774564287,67453,290.5746155,0.732978159,0.983114168,0.788923781,0.794713635,0.005513683,0.001356639,0.631569762,0.998536861,BARBUNYA
66354,1007.809,342.8486934,247.0840998,1.38757894,0.693268161,67573,290.6622383,0.769553721,0.98196025,0.820957184,0.847785755,0.005166963,0.001646492,0.718740686,0.997309439,BARBUNYA
66365,1009.445,345.0726958,245.3735889,1.406315559,0.703113173,67543,290.6863299,0.793460067,0.982559259,0.818433957,0.84239157,0.005199619,0.001615129,0.709623557,0.997954649,BARBUNYA
66370,1004.139,339.2870724,249.8830846,1.357783273,0.676443462,67637,290.69728,0.720535869,0.981267649,0.827168546,0.856788553,0.005112055,0.001699299,0.734086625,0.996730541,BARBUNYA
66371,1046.92,371.4274243,228.2710128,1.627133554,0.788856291,68131,290.6994699,0.715166209,0.974167413,0.760958955,0.782654836,0.005596231,0.001295259,0.612548593,0.996698369,BARBUNYA
66372,1060.47,369.2427646,230.3727641,1.602805636,0.781499421,67927,290.7016599,0.744239244,0.977107777,0.741648281,0.787291418,0.005563231,0.001318405,0.619827778,0.993463455,BARBUNYA
66391,1029.266,365.0198164,231.9166702,1.573926601,0.772221308,67367,290.7432658,0.686424731,0.985512194,0.787524041,0.796513649,0.005498032,0.001365086,0.634433992,0.998552537,BARBUNYA
66423,967.29,351.1412885,241.1765389,1.455951272,0.726812267,67104,290.8133255,0.754995567,0.989851574,0.892102907,0.828194619,0.005286441,0.001534168,0.685906326,0.998646188,BARBUNYA
66437,1103.644,383.6814688,221.5038384,1.73216623,0.816523783,68544,290.8439713,0.668380282,0.969260621,0.685428036,0.758034972,0.005775117,0.001176244,0.574617018,0.995332194,BARBUNYA
66441,1008.386,355.990227,238.0628802,1.495362178,0.743501458,67698,290.8527266,0.747603295,0.981432243,0.821093113,0.81702447,0.00535799,0.001472726,0.667528985,0.998197597,BARBUNYA
66444,1009.712,365.9156692,235.4520258,1.554098624,0.7654799,68423,290.859293,0.734074287,0.971076977,0.818974912,0.794880672,0.005507129,0.001356166,0.631835282,0.981934343,BARBUNYA
66449,1106.16,382.8587025,221.8744585,1.72556456,0.814957677,68691,290.8702365,0.642913812,0.967361081,0.682436762,0.759732598,0.005761692,0.001184058,0.57719362,0.995984855,BARBUNYA
66456,1053.899,351.8617044,241.4055163,1.457554533,0.727525467,68026,290.8855569,0.720718376,0.976920589,0.751875748,0.826704223,0.005294657,0.001525521,0.683439872,0.996150883,BARBUNYA
66466,1010.092,356.1705845,239.3348154,1.488168714,0.740581253,67508,290.9074416,0.780392157,0.984564792,0.818629789,0.816764366,0.005358688,0.001471043,0.667104029,0.992763346,BARBUNYA
66483,1030.876,375.3199022,226.1009494,1.65996606,0.798177792,67668,290.9446419,0.701519468,0.98248803,0.786153975,0.775191084,0.005645351,0.001257494,0.600921217,0.997508825,BARBUNYA
66506,986.389,325.0822839,261.6285179,1.242533828,0.593536513,67473,290.9949642,0.762124129,0.985668341,0.858962593,0.895142487,0.004888014,0.001935891,0.801280072,0.995617596,BARBUNYA
66520,1002.344,374.9274984,226.5619618,1.654856338,0.796770475,67511,291.0255908,0.741640931,0.985320911,0.832009939,0.776218314,0.005636312,0.001262148,0.602514872,0.997075554,BARBUNYA
66547,1044.703,366.5646538,233.6356676,1.568958445,0.770561618,68580,291.0846475,0.749538205,0.970355789,0.76621855,0.794088149,0.005508357,0.001351066,0.630575989,0.989347523,BARBUNYA
66555,1032.397,339.4009912,250.4302968,1.355271289,0.674954173,67917,291.1021434,0.734173166,0.979946111,0.784688132,0.857693852,0.005099557,0.001702321,0.735638743,0.996990068,BARBUNYA
66642,1029.494,346.9797215,246.0212561,1.410364807,0.705171872,67731,291.2923441,0.735270753,0.98392169,0.790151277,0.839508265,0.005206622,0.001595276,0.704774128,0.993988627,BARBUNYA
66700,1020.511,356.9693595,238.9235236,1.494073728,0.742982347,67735,291.4190756,0.795012992,0.984719864,0.804822886,0.816369999,0.005351864,0.001466334,0.666459975,0.995740339,BARBUNYA
66795,1067.697,363.0668917,234.7617091,1.546533687,0.762823031,68388,291.6265341,0.781904806,0.97670644,0.73630504,0.803230867,0.00543554,0.001395674,0.645179825,0.997792334,BARBUNYA
66823,1033.42,379.3587849,225.0951627,1.685326243,0.804939475,68016,291.6876516,0.752375698,0.982460009,0.786288835,0.768896525,0.005677069,0.001223983,0.591201867,0.996368021,BARBUNYA
66871,990.128,372.9684585,229.4178899,1.625716541,0.788438664,67765,291.7923947,0.80186824,0.986807349,0.857166121,0.782351397,0.005577432,0.001288907,0.612073709,0.995058353,BARBUNYA
66882,1028.361,356.4977785,240.0874745,1.484866211,0.739222438,68146,291.816393,0.736456131,0.981451589,0.794745211,0.818564408,0.00533025,0.001476178,0.67004769,0.994931175,BARBUNYA
66884,1022.644,352.6405248,242.6009755,1.453582469,0.725752906,68186,291.8207561,0.771548542,0.980905171,0.803679985,0.827530404,0.00527242,0.001525196,0.68480657,0.995422825,BARBUNYA
66906,1019.347,369.0277304,231.2796933,1.595590711,0.779238792,67928,291.8687462,0.756410256,0.984954658,0.809153342,0.790912775,0.005515615,0.001331337,0.625543017,0.998110628,BARBUNYA
66910,996.008,355.7803779,239.9274682,1.482866387,0.738393969,67749,291.8774708,0.779037817,0.987616053,0.847569345,0.820386645,0.005317298,0.001485748,0.673034248,0.998019864,BARBUNYA
66931,1037.359,341.6177344,250.189667,1.365435026,0.680909758,68309,291.9232707,0.779699914,0.979826963,0.781590045,0.854531956,0.005104029,0.001678828,0.730224863,0.997074605,BARBUNYA
66943,1039.622,339.8258945,251.6617416,1.350327993,0.671989344,68327,291.9494388,0.798518501,0.979744464,0.778330613,0.859114751,0.005076347,0.00170583,0.738078156,0.996647595,BARBUNYA
66945,996.779,373.7364857,228.2295645,1.63754633,0.791885385,67778,291.9538,0.747754892,0.987709876,0.846701346,0.781175537,0.005582739,0.001282395,0.61023522,0.999288445,BARBUNYA
66985,1009.144,340.0882559,251.1517016,1.354114879,0.674264669,68137,292.0410089,0.729763591,0.983092886,0.826572859,0.85872124,0.005077081,0.001702953,0.737402169,0.998527248,BARBUNYA
66991,1056.519,357.1544817,239.7330337,1.489800868,0.741248554,68096,292.054088,0.813352921,0.983772909,0.754174252,0.817724831,0.00533138,0.001470443,0.668673898,0.996190955,BARBUNYA
67012,1010.404,382.8597507,224.0108652,1.709112415,0.810961859,68008,292.0998603,0.807801726,0.985354664,0.82484497,0.762942199,0.005713301,0.00119408,0.5820808,0.994841521,BARBUNYA
67056,1031.766,336.4785036,255.1696498,1.318646257,0.65184352,68817,292.1957407,0.776542524,0.974410393,0.791562265,0.868393486,0.005017873,0.001760215,0.754107247,0.994400698,BARBUNYA
67063,990.719,370.0897582,231.6978532,1.597294722,0.779776061,68087,292.2109916,0.717711901,0.984960418,0.858601924,0.789567896,0.005518539,0.001323006,0.623417462,0.995781422,BARBUNYA
67083,1023.333,370.0467248,231.3792165,1.599308401,0.780408282,67999,292.2545609,0.789592627,0.986529214,0.804986101,0.789777456,0.005516252,0.001323862,0.62374843,0.997566104,BARBUNYA
67085,1019.709,369.7382109,232.5206522,1.590130629,0.777503063,68180,292.2589175,0.770233188,0.983939572,0.810742208,0.790448238,0.005511489,0.001327218,0.624808418,0.993527002,BARBUNYA
67087,1084.612,359.9143208,238.5711697,1.508624539,0.748747387,68230,292.263274,0.7901047,0.983247838,0.716637327,0.81203569,0.005364889,0.001438934,0.659401963,0.994789982,BARBUNYA
67136,1025.963,403.1741023,213.0299277,1.892570244,0.849006767,68108,292.3699883,0.744540928,0.985728549,0.801497051,0.725170557,0.006005334,0.001024419,0.525872337,0.995250337,BARBUNYA
67162,1026.783,367.1483309,233.5014956,1.572359655,0.771699928,68174,292.4265964,0.697424714,0.985155631,0.800527297,0.7964808,0.005466608,0.00135706,0.634381665,0.997476136,BARBUNYA
67163,983.06,369.4249515,232.3443475,1.589988977,0.777457743,67907,292.4287735,0.758389792,0.989043839,0.873333059,0.791578296,0.005500424,0.001332145,0.626596198,0.996281048,BARBUNYA
67215,1017.512,369.9794541,231.738707,1.596537147,0.779537458,68160,292.541956,0.704080029,0.986135563,0.815824958,0.790697842,0.005504418,0.001327191,0.625203077,0.998159938,BARBUNYA
67234,990.278,366.7312389,234.1429528,1.566270668,0.769655626,68057,292.5833002,0.752436909,0.987907195,0.861558065,0.797813955,0.00545455,0.001363155,0.636507107,0.996942411,BARBUNYA
67236,1008.387,344.0350656,249.566195,1.378532319,0.688317892,68429,292.5876519,0.755036496,0.982565871,0.830916257,0.850458808,0.005116828,0.001651177,0.723280184,0.99706511,BARBUNYA
67284,1030.013,384.4602675,223.3540083,1.721304536,0.813935876,68347,292.6920729,0.794642857,0.984447013,0.796959504,0.761306428,0.005713992,0.001184016,0.579587477,0.997646553,BARBUNYA
67309,1023.514,401.7107937,214.1820639,1.875557581,0.846005115,68457,292.7464441,0.774976109,0.983230349,0.807412423,0.728749261,0.005968159,0.001038323,0.531075486,0.996062653,BARBUNYA
67311,1037.096,374.417253,229.3012483,1.632861817,0.790531257,68197,292.7507933,0.756907196,0.987008226,0.786426226,0.781883823,0.005562497,0.001282385,0.611342313,0.998237521,BARBUNYA
67359,1028.02,375.7874784,230.2702608,1.631940994,0.790263433,68721,292.8551562,0.762721652,0.980180731,0.800944396,0.779310576,0.005578876,0.001269313,0.607324974,0.991118521,BARBUNYA
67412,1052.897,377.4220072,228.3895581,1.652536177,0.796126315,68526,292.9703469,0.792150411,0.983743397,0.764144162,0.776240763,0.005598736,0.001253879,0.602549723,0.995735215,BARBUNYA
67413,1077.615,359.8362623,239.8736526,1.500107488,0.745398715,68823,292.9725199,0.736030134,0.979512663,0.729501623,0.814182868,0.005337787,0.001446868,0.662893742,0.994411866,BARBUNYA
67429,1124.602,393.2619082,219.2954315,1.793297314,0.830088268,68968,293.0072853,0.714668786,0.977685303,0.669975436,0.745069073,0.005832237,0.001108667,0.555127923,0.995509414,BARBUNYA
67437,1041.175,380.6478801,226.5663953,1.680072103,0.803568305,68653,293.0246665,0.799983392,0.982287737,0.781736955,0.769805066,0.005644496,0.001222723,0.59259984,0.995610459,BARBUNYA
67439,998.962,357.3101094,240.5337456,1.485488485,0.739479357,68597,293.0290116,0.746080915,0.983118795,0.849225545,0.820097176,0.005298271,0.001478343,0.672559378,0.999079211,BARBUNYA
67448,1006.165,380.9752924,226.8285116,1.679574097,0.80343755,68544,293.0485639,0.725809229,0.984010271,0.8372218,0.769206218,0.00564843,0.001219772,0.591678206,0.993767388,BARBUNYA
67454,1014.674,343.9890329,249.9889963,1.376016696,0.686917539,68666,293.061598,0.731676628,0.982349343,0.823312119,0.851950411,0.005099609,0.001657196,0.725819503,0.998739755,BARBUNYA
67516,1006.963,337.1366573,256.0264642,1.316803942,0.650607121,68525,293.1962502,0.791772211,0.985275447,0.836738096,0.869665887,0.004993434,0.001761931,0.756318755,0.995923518,BARBUNYA
67533,997.712,358.1463031,241.2795039,1.48436273,0.739014263,68874,293.2331601,0.747377158,0.980529663,0.852541473,0.818752442,0.005303278,0.001470059,0.670355561,0.99505081,BARBUNYA
67535,990.949,351.4178372,245.5381501,1.431214812,0.715407814,68489,293.2375021,0.748343417,0.986070756,0.864243577,0.834441144,0.005203492,0.001556172,0.696292023,0.996543456,BARBUNYA
67538,1010.848,371.6322535,231.7486906,1.60360023,0.781746128,68500,293.2440151,0.698392017,0.985956204,0.830589329,0.789070411,0.005502565,0.001315855,0.622632114,0.998453001,BARBUNYA
